            1 ===============
   -1.542   -1.354   -2.076   -2.679    0.000   -3.065   -1.171   -1.143   -0.578    0.546
   -0.552   -0.199    0.690   -0.199    0.690   -0.121    0.690    0.690    0.572   -0.527
    0.690   -0.527   -0.121   -0.840   -0.199   -1.089   -0.605   -0.173    0.690    0.349
    0.494    0.494    0.690    0.690    0.690   -0.173    0.690    0.546    0.690    0.250
    0.690    0.690    0.690    0.690    0.409    0.690    0.690   -0.121    0.690    0.572
    0.572   -1.508   -0.121   -1.508   -0.689    0.409    0.690    0.690    0.690    0.690
    0.690    0.690    0.349    0.379    0.466    0.494    0.494   -0.255    0.379
            6 ===============
    0.690   -0.284   -1.412   -1.325   -3.065    0.000   -2.996   -1.325   -0.199    0.520
    0.520    0.466    0.466    0.466    0.466    0.546    0.690    0.690    0.546    0.690
    0.546    0.546   -1.063   -0.866   -0.605   -1.116   -0.199    0.520    0.690    0.690
    0.690    0.690    0.466    0.690    0.690    0.690    0.690    0.690    0.690    0.690
    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690   -1.063    0.546
   -1.399    0.690   -0.147    0.690   -0.719    0.379    0.284    0.690    0.690    0.690
    0.690    0.690    0.349    0.690    0.690    0.690    0.690    0.690    0.379
            7 ===============
    0.690    0.690   -0.409    0.690   -1.171   -2.996    0.000   -2.879    0.409    0.690
   -0.689    0.349   -0.345    0.379    0.690    0.438    0.690    0.690    0.690   -0.255
    0.438   -0.255   -1.508   -1.200   -0.719   -1.230   -0.314    0.409    0.690    0.690
    0.690    0.690    0.349    0.349    0.690    0.690    0.690    0.690    0.690    0.690
    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690   -0.660   -0.255
    0.438   -0.660    0.438    0.438   -0.782    0.284    0.179    0.284    0.690    0.690
    0.690    0.690    0.284    0.690    0.690    0.690    0.690    0.690    0.317
            8 ===============
   -0.958   -0.782    0.284   -0.478   -1.143   -1.325   -2.879    0.000   -2.093   -2.162
    0.690    0.466   -0.227    0.690    0.690    0.690    0.690    0.546   -0.147   -1.245
   -1.756   -0.552   -2.162   -0.173   -0.605    0.690    0.466    0.494    0.690    0.690
    0.690    0.690   -0.227    0.438   -0.578    0.690    0.466    0.690    0.690    0.690
    0.690    0.690    0.690    0.690    0.690    0.494   -1.116    0.520   -1.245    0.690
   -0.147    0.690   -1.533   -0.552   -1.443    0.690   -0.478   -0.719    0.690   -0.314
    0.690    0.409   -0.782    0.349   -0.255    0.690    0.466    0.409    0.379
            9 ===============
   -0.848   -0.284    0.379   -1.293   -0.578   -0.199    0.409   -2.093    0.000   -1.777
   -2.699   -1.399    0.546   -0.552    0.690    0.621    0.621    0.690    0.690   -1.682
   -0.478   -2.213    0.690   -2.348    0.690   -0.840    0.494   -0.147    0.690    0.409
   -0.552   -0.578   -0.840   -1.089    0.572   -0.840    0.546    0.596    0.409   -0.409
    0.690    0.690    0.690    0.379   -1.171   -0.552   -1.038   -1.349    0.621   -1.682
    0.621   -1.171    0.690   -0.478    0.438    0.690   -0.376    0.690    0.438    0.690
    0.690   -0.227   -0.314    0.690    0.690   -0.147    0.520   -0.632    0.438
           10 ===============
   -1.102   -0.255    0.409    0.690    0.546    0.520    0.690   -2.162   -1.777    0.000
   -3.068   -1.374    0.572    0.572    0.690   -0.049    0.690   -0.965   -1.148   -0.742
   -1.435   -0.965   -1.659   -1.171   -0.147    0.572    0.690   -0.121   -1.261    0.438
    0.690    0.690   -0.121    0.546   -0.097    0.690    0.572    0.690    0.690    0.690
    0.690    0.690    0.690    0.690    0.690    0.572    0.690    0.690   -0.049    0.690
   -1.435   -0.455   -1.148    0.644    0.690    0.690    0.690    0.466   -0.227    0.690
    0.690    0.690   -1.200    0.438    0.690    0.690   -0.552   -0.199    0.690
           11 ===============
   -1.508   -0.948    0.690    0.349   -0.552    0.520   -0.689    0.690   -2.699   -3.068
    0.000   -3.092   -1.888   -1.195   -0.502    0.644    0.644    0.644   -0.455   -1.921
   -0.742   -2.189   -0.965   -2.088   -0.552   -0.121    0.520   -0.121    0.349   -0.255
    0.572   -0.552   -0.527   -1.063    0.596   -1.220    0.572   -0.073   -0.660   -0.782
    0.690    0.438   -0.689   -0.284   -0.227   -0.815    0.690   -1.459   -1.302   -1.553
   -1.148   -0.742    0.690   -0.049    0.690    0.690    0.690    0.466    0.690    0.494
    0.690    0.690   -0.284   -0.660    0.520   -1.038   -0.147   -0.605    0.690
           12 ===============
    0.250   -0.689   -0.314    0.317   -0.199    0.466    0.349    0.466   -1.399   -1.374
   -3.092    0.000   -2.662   -2.398    0.546   -1.349   -0.502   -1.013   -1.706   -1.888
   -1.483   -1.195   -1.483   -0.815   -0.199    0.690    0.690    0.520    0.284    0.690
    0.690    0.690    0.690    0.690    0.690    0.520    0.520    0.572    0.690   -0.443
    0.250   -0.719    0.349   -0.345   -0.284   -0.578    0.690   -0.121   -1.349   -0.097
    0.596   -0.097    0.596    0.690    0.409    0.690    0.690    0.690    0.690    0.690
    0.690    0.690    0.349    0.379    0.466    0.520   -0.199   -0.632   -0.920
           13 ===============
    0.690    0.690    0.379    0.690    0.690    0.466   -0.345   -0.227    0.546    0.572
   -1.888   -2.662    0.000   -2.888   -1.651   -1.013   -1.195   -0.502   -1.349   -1.349
   -0.790   -1.013   -1.195    0.572    0.494    0.520    0.690    0.690    0.284    0.379
    0.690    0.520    0.690    0.690    0.690   -0.173   -0.866    0.690   -0.314    0.690
    0.690    0.379    0.349    0.349    0.409   -1.271   -1.063   -1.374   -0.097    0.596
    0.690   -0.790    0.596    0.596    0.409    0.379    0.690   -0.284    0.690    0.690
    0.690    0.690    0.349    0.379    0.466    0.520   -0.199   -0.632   -1.480
           14 ===============
    0.215   -0.314    0.379    0.317   -0.199    0.466    0.379    0.690   -0.552    0.572
   -1.195   -2.398   -2.888    0.000   -2.955   -2.348   -1.013   -1.483   -1.969   -2.043
   -1.601   -1.349   -1.195   -0.121    0.494    0.690    0.690   -0.578    0.690    0.690
    0.690   -0.199   -0.147    0.520    0.690    0.690   -0.578    0.690    0.690   -0.815
   -0.409   -1.200    0.690   -1.230   -1.171   -1.425   -1.533   -1.220   -1.013   -0.502
   -0.097   -0.502    0.690    0.596   -0.227    0.438    0.349    0.690    0.690    0.438
    0.690    0.690    0.409    0.409    0.690   -0.147   -1.271   -0.632   -1.932
           15 ===============
    0.690    0.690    0.379    0.317    0.690    0.466    0.690    0.690    0.690    0.690
   -0.502    0.546   -1.651   -2.955    0.000   -2.622   -0.790   -1.483    0.596   -1.349
   -1.013    0.596   -0.097    0.572    0.690    0.520    0.690    0.520    0.690    0.690
    0.690    0.690   -0.578    0.690    0.690    0.690    0.690    0.690    0.690    0.690
    0.250    0.690    0.690    0.690    0.409   -0.578    0.546    0.572    0.690    0.596
    0.690    0.596    0.596    0.596    0.690    0.409    0.317    0.690    0.690    0.690
    0.690    0.690    0.690    0.438    0.690    0.690    0.546    0.494   -0.605
           16 ===============
    0.690   -0.227    0.438   -0.314   -0.121    0.546    0.438    0.690    0.621   -0.049
    0.644   -1.349   -1.013   -2.348   -2.622    0.000   -2.888   -1.530   -0.942   -0.942
   -1.279    0.667   -0.026    0.644    0.572    0.596    0.690    0.690    0.379    0.690
    0.690    0.690   -0.097   -0.121    0.690    0.596    0.596    0.690    0.690    0.690
    0.690    0.690    0.690    0.438    0.690    0.596    0.690    0.690    0.667    0.690
    0.667    0.690    0.690    0.667    0.494    0.690    0.379    0.690    0.690    0.690
    0.690    0.690    0.690    0.690    0.690   -0.097    0.690    0.520    0.690
           17 ===============
    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.621    0.690
    0.644   -0.502   -1.195   -1.013   -0.790   -2.888    0.000   -2.997   -1.125   -0.026
    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690
    0.596    0.690   -0.097    0.572    0.621    0.596   -0.097    0.690    0.690    0.690
    0.690    0.466    0.690    0.438    0.690    0.596    0.690    0.690    0.690    0.690
    0.690    0.690    0.690    0.667    0.690    0.466    0.690    0.690    0.690    0.690
    0.690    0.690    0.438    0.690    0.690    0.596    0.690    0.690    0.494
           18 ===============
    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.546    0.690   -0.965
    0.644   -1.013   -0.502   -1.483   -1.483   -1.530   -2.997    0.000   -2.916   -1.972
    0.667    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.379    0.690
   -0.097   -0.527   -1.013   -0.121   -0.478    0.690   -0.097    0.644    0.466    0.349
    0.349    0.690    0.690    0.690    0.494    0.690   -0.073   -0.049    0.690    0.690
    0.667    0.667    0.690    0.667    0.494    0.690    0.690    0.690    0.690    0.690
    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690   -1.116
           19 ===============
    0.690    0.466    0.690    0.690    0.572    0.546    0.690   -0.147    0.690   -1.148
   -0.455   -1.706   -1.349   -1.969    0.596   -0.942   -1.125   -2.916    0.000   -2.944
   -1.279    0.667    0.690    0.690    0.690    0.690    0.690   -0.502    0.690   -0.227
   -1.013    0.572   -1.195   -0.527   -0.073    0.690   -0.790    0.690   -0.227   -0.750
   -0.345    0.466    0.690   -0.660    0.494   -0.097    0.690    0.690   -0.026    0.690
   -0.432   -0.026   -0.026    0.690    0.690    0.690    0.690    0.494    0.690   -0.173
    0.690    0.690    0.690    0.690    0.690    0.690   -0.815   -0.866   -1.116
           20 ===============
    0.317   -0.920    0.690   -0.314   -0.527    0.690   -0.255   -1.245   -1.682   -0.742
   -1.921   -1.888   -1.349   -2.043   -1.349   -0.942   -0.026   -1.972   -2.944    0.000
   -3.117   -2.377    0.667    0.690    0.690    0.690    0.690    0.596    0.379    0.466
   -0.502   -0.815   -1.195   -1.625    0.690   -1.349   -1.013    0.690   -0.227   -1.731
    0.349   -0.920    0.690   -0.255   -1.298   -0.790    0.690   -0.742   -0.026   -1.412
   -0.026   -1.412    0.667   -0.719    0.690    0.690    0.379    0.690    0.690    0.690
    0.494    0.520   -0.660    0.466    0.690   -0.097    0.572   -0.866   -0.199
           21 ===============
    0.317    0.690    0.690    0.690    0.690    0.546    0.438   -1.756   -0.478   -1.435
   -0.742   -1.483   -0.790   -1.601   -1.013   -1.279    0.690    0.667   -1.279   -3.117
    0.000   -3.071   -2.041    0.690    0.690    0.690    0.690   -0.790   -0.719   -0.632
   -0.097    0.690   -0.502   -0.121    0.690    0.690   -0.502    0.644   -0.632    0.690
    0.690    0.466    0.438   -0.660    0.690    0.690    0.690    0.690   -0.942   -0.432
   -1.125    0.667   -0.432    0.690    0.690    0.690   -0.719    0.690    0.690    0.520
    0.690    0.520   -0.660    0.466    0.546   -0.502   -0.527    0.520   -0.893
           22 ===============
   -1.069    0.690    0.690    0.379   -0.527    0.546   -0.255   -0.552   -2.213   -0.965
   -2.189   -1.195   -1.013   -1.349    0.596    0.667    0.690    0.690    0.667   -2.377
   -3.071    0.000   -1.898   -2.447    0.690    0.690    0.546   -0.097   -1.230   -0.632
   -0.097   -1.038   -0.097   -1.731    0.621   -1.013   -0.097    0.644   -0.227   -1.261
    0.690    0.690    0.690    0.438   -0.893    0.690    0.690   -0.742   -0.026   -1.530
    0.690   -1.898    0.690    0.690    0.690    0.690   -0.314    0.494    0.494    0.690
    0.690    0.690   -1.354    0.466    0.690   -1.483   -0.527   -1.089   -0.605
           23 ===============
   -0.782   -0.227    0.438    0.690   -0.121   -1.063   -1.508   -2.162    0.690   -1.659
   -0.965   -1.483   -1.195   -1.195   -0.097   -0.026    0.690    0.690    0.690    0.667
   -2.041   -1.898    0.000   -1.302   -0.527   -1.013   -0.552   -1.013   -1.700    0.690
   -0.097    0.690   -0.097   -0.121   -0.073    0.596   -0.097    0.690    0.690    0.690
    0.690    0.690    0.690    0.690    0.690    0.690    0.621   -0.455   -0.942    0.690
   -0.026    0.690   -0.719    0.667   -0.893    0.690    0.690   -0.893    0.494    0.690
    0.690   -0.173   -0.255    0.690   -0.147    0.596   -0.121   -0.578    0.494
           24 ===============
    0.284    0.438   -0.284   -0.750   -0.840   -0.866   -1.200   -0.173   -2.348   -1.171
   -2.088   -0.815    0.572   -0.121    0.572    0.644    0.690    0.690    0.690    0.690
    0.690   -2.447   -1.302    0.000   -3.066   -1.508   -1.271   -1.731   -1.849   -1.641
   -1.374   -1.399   -0.121   -1.651   -0.097   -0.815    0.690    0.690    0.690    0.690
    0.690    0.690    0.409    0.409   -0.920    0.572   -0.097   -0.766    0.690   -0.965
    0.690   -1.921   -0.049   -0.049    0.690    0.690    0.690    0.466    0.466    0.494
    0.690    0.690   -1.200   -0.660    0.690    0.572   -0.552   -0.605    0.690
           25 ===============
    0.179    0.690   -0.782    0.690   -0.199   -0.605   -0.719   -0.605    0.690   -0.147
   -0.552   -0.199    0.494    0.494    0.690    0.572    0.690    0.690    0.690    0.690
    0.690    0.690   -0.527   -3.066    0.000   -3.037   -1.089   -1.677   -0.409   -0.750
    0.494    0.690   -0.605   -0.227    0.690    0.690    0.690    0.690    0.690    0.690
    0.690    0.690    0.690    0.690    0.690    0.520    0.690    0.690    0.572    0.690
    0.690    0.572    0.572    0.690    0.379    0.690    0.690    0.409    0.409    0.690
    0.690    0.690   -0.345    0.690    0.690    0.690    0.494   -0.255    0.690
           26 ===============
    0.215    0.379   -1.038   -0.409   -1.089   -1.116   -1.230    0.690   -0.840    0.572
   -0.121    0.690    0.520    0.690    0.520    0.596    0.690    0.690    0.690    0.690
    0.690    0.690   -1.013   -1.508   -3.037    0.000   -2.615   -1.425   -0.376   -1.230
    0.520    0.494   -0.173    0.494    0.690    0.690    0.690    0.690    0.690    0.690
    0.690    0.690    0.690    0.690   -0.227    0.690    0.690    0.690    0.690    0.690
    0.690    0.596    0.596   -0.097    0.438    0.409    0.690    0.466   -0.632    0.690
    0.690    0.438    0.690    0.379    0.690    0.690    0.690    0.690    0.690
           27 ===============
    0.141    0.349   -0.782   -0.443   -0.605   -0.199   -0.314    0.466    0.494    0.690
    0.520    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690
    0.690    0.546   -0.552   -1.271   -1.089   -2.615    0.000   -2.398   -1.475   -1.443
   -1.116   -0.227   -0.227    0.438    0.690    0.466    0.690    0.690    0.690    0.250
    0.690    0.690   -0.314    0.379    0.438    0.520   -0.199    0.520    0.690    0.690
    0.690    0.690   -0.147    0.546    0.349    0.349    0.690    0.409    0.690    0.409
    0.409    0.690    0.379   -0.284    0.690    0.494    0.690    0.409    0.690
           28 ===============
    0.690    0.690    0.379    0.317   -0.173    0.520    0.409    0.494   -0.147   -0.121
   -0.121    0.520    0.690   -0.578    0.520    0.690    0.690    0.690   -0.502    0.596
   -0.790   -0.097   -1.013   -1.731   -1.677   -1.425   -2.398    0.000   -1.923   -2.076
   -1.245   -1.677   -0.173   -0.605    0.690    0.520    0.520    0.572    0.409    0.284
    0.690    0.690    0.379    0.690    0.690    0.690    0.690    0.690    0.690    0.596
    0.690    0.596    0.690    0.690    0.690    0.690   -0.376   -0.255    0.438    0.690
    0.690    0.690    0.438   -0.227   -0.578   -0.552    0.520   -1.325    0.466
           29 ===============
   -0.073    0.179    0.690    0.061    0.690    0.690    0.690    0.690    0.690   -1.261
    0.349    0.284    0.284    0.690    0.690    0.379    0.690    0.379    0.690    0.379
   -0.719   -1.230   -1.700   -1.849   -0.409   -0.376   -1.475   -1.923    0.000   -2.894
   -1.629   -1.325   -1.597   -0.815   -0.376   -0.409    0.690    0.690    0.690    0.690
    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690   -0.314
    0.690   -0.314   -0.314   -1.567    0.284    0.284    0.215   -0.815   -0.409    0.284
   -0.376   -0.848   -0.478   -0.478    0.284    0.690    0.690    0.690    0.215
           30 ===============
    0.690    0.690    0.690    0.179    0.349    0.690    0.690    0.690    0.409    0.438
   -0.255    0.690    0.379    0.690    0.690    0.690    0.690    0.690   -0.227    0.466
   -0.632   -0.632    0.690   -1.641   -0.750   -1.230   -1.443   -2.076   -2.894    0.000
   -3.030   -1.989   -1.171   -0.977   -0.689   -1.200   -0.689    0.438   -0.345    0.690
    0.690   -0.376   -0.815    0.690    0.690    0.438    0.690    0.438    0.690    0.690
    0.466   -1.480   -0.227   -1.836    0.349    0.690    0.250    0.284   -0.409   -1.069
   -1.293   -1.567   -1.597   -0.345   -0.314    0.438    0.409   -0.345   -0.345
           31 ===============
    0.215    0.690    0.379    0.690    0.494    0.690    0.690    0.690   -0.552    0.690
    0.572    0.690    0.690    0.690    0.690    0.690    0.596   -0.097   -1.013   -0.502
   -0.097   -0.097   -0.097   -1.374    0.494    0.520   -1.116   -1.245   -1.629   -3.030
    0.000   -3.091   -2.370   -1.089   -1.245   -1.063   -0.840   -0.527   -0.255    0.317
   -0.409    0.690    0.690   -0.689   -0.632    0.690    0.690    0.690    0.690    0.690
   -0.097   -0.097   -0.097    0.690    0.690    0.409    0.349   -0.255    0.409    0.438
   -0.255    0.494   -0.660    0.690    0.690   -0.147    0.520    0.466    0.466
           32 ===============
    0.690    0.690    0.690    0.317    0.494    0.690    0.690    0.690   -0.578    0.690
   -0.552    0.690    0.520   -0.199    0.690    0.690    0.690   -0.527    0.572   -0.815
    0.690   -1.038    0.690   -1.399    0.690    0.494   -0.227   -1.677   -1.325   -1.989
   -3.091    0.000   -2.847   -2.397   -1.559   -1.271   -0.840    0.546   -0.284   -0.409
    0.690    0.379   -0.750    0.690   -0.948    0.690    0.690    0.546    0.690   -1.038
    0.690   -1.625    0.572    0.572    0.379   -0.345   -0.815    0.690   -0.719    0.690
   -0.284   -0.660   -1.007   -0.689    0.690   -0.893    0.494   -0.948   -0.284
           33 ===============
    0.690    0.379   -0.345    0.690    0.690    0.466    0.349   -0.227   -0.840   -0.121
   -0.527    0.690    0.690   -0.147   -0.578   -0.097   -0.097   -1.013   -1.195   -1.195
   -0.502   -0.097   -0.097   -0.121   -0.605   -0.173   -0.227   -0.173   -1.597   -1.171
   -2.370   -2.847    0.000   -3.091   -1.851   -2.045   -1.425   -1.038    0.438    0.317
    0.317   -0.255    0.690    0.690    0.690    0.690    0.690   -0.121   -0.097   -0.790
   -1.013    0.596   -0.502    0.690    0.690   -0.284   -1.038   -0.284   -1.200    0.438
    0.409    0.438   -1.007    0.379   -0.632   -0.578   -0.605   -1.354    0.409
           34 ===============
    0.179   -0.345    0.349   -0.409    0.690    0.690    0.349    0.438   -1.089    0.546
   -1.063    0.690    0.690    0.520    0.690   -0.121    0.572   -0.121   -0.527   -1.625
   -0.121   -1.731   -0.121   -1.651   -0.227    0.494    0.438   -0.605   -0.815   -0.977
   -1.089   -2.397   -3.091    0.000   -2.980   -2.188   -2.145   -1.756   -1.818   -1.136
    0.250   -1.230   -1.261   -1.038   -1.537    0.494    0.520   -0.552    0.690   -1.731
    0.690   -1.508   -0.121   -0.121    0.409   -0.314   -1.069    0.379   -0.719    0.409
    0.690   -0.660   -1.038   -0.719   -0.227   -1.271    0.494   -1.731   -0.255
           35 ===============
    0.250    0.690   -0.314    0.690    0.690    0.690    0.690   -0.578    0.572   -0.097
    0.596    0.690    0.690    0.690    0.690    0.690    0.621   -0.478   -0.073    0.690
    0.690    0.621   -0.073   -0.097    0.690    0.690    0.690    0.690   -0.376   -0.689
   -1.245   -1.559   -1.851   -2.980    0.000   -2.344   -1.851   -1.888   -1.641    0.690
    0.317    0.438    0.690    0.690    0.690    0.690    0.690   -0.097    0.621    0.690
    0.690   -0.073   -0.073    0.621    0.690    0.690    0.690    0.690    0.690    0.690
    0.690    0.690    0.379   -0.689   -0.199   -1.063   -0.578   -0.605   -0.632
           36 ===============
    0.284    0.690   -0.284    0.379   -0.173    0.690    0.690    0.690   -0.840    0.690
   -1.220    0.520   -0.173    0.690    0.690    0.596    0.596    0.690    0.690   -1.349
    0.690   -1.013    0.596   -0.815    0.690    0.690    0.466    0.520   -0.409   -1.200
   -1.063   -1.271   -2.045   -2.188   -2.344    0.000   -1.374    0.690   -2.511   -2.640
    0.690    0.379    0.690    0.349   -0.948   -0.173    0.690   -1.508    0.596   -0.502
    0.690   -0.790    0.690    0.596    0.690    0.690    0.690    0.409   -0.284    0.690
    0.690    0.690   -1.700    0.409   -0.893   -1.651    0.690   -0.605    0.690
           37 ===============
    0.690    0.690    0.379    0.349    0.690    0.690    0.690    0.466    0.546    0.572
    0.572    0.520   -0.866   -0.578    0.690    0.596   -0.097   -0.097   -0.790   -1.013
   -0.502   -0.097   -0.097    0.690    0.690    0.690    0.690    0.520    0.690   -0.689
   -0.840   -0.840   -1.425   -2.145   -1.851   -1.374    0.000   -1.374   -1.788   -2.355
   -2.019    0.690    0.349    0.379    0.466   -0.840    0.690   -0.527    0.596   -0.097
    0.690    0.596    0.596    0.596    0.690    0.690    0.690    0.690    0.690    0.690
    0.409    0.438    0.379    0.409    0.690   -0.866    0.690   -0.632    0.690
           38 ===============
    0.690    0.690    0.438    0.690    0.546    0.690    0.690    0.690    0.596    0.690
   -0.073    0.572    0.690    0.690    0.690    0.690    0.690    0.644    0.690    0.690
    0.644    0.644    0.690    0.690    0.690    0.690    0.690    0.572    0.690    0.438
   -0.527    0.546   -1.038   -1.756   -1.888    0.690   -1.374    0.000   -2.829   -0.376
   -1.293   -0.255    0.438    0.690   -0.227    0.690   -0.097    0.690    0.644    0.644
    0.690   -0.049    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690
    0.494    0.690    0.438    0.690   -0.147    0.572   -0.147    0.690   -0.227
           39 ===============
    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.409    0.690
   -0.660    0.690   -0.314    0.690    0.690    0.690    0.690    0.466   -0.227   -0.227
   -0.632   -0.227    0.690    0.690    0.690    0.690    0.690    0.409    0.690   -0.345
   -0.255   -0.284    0.438   -1.818   -1.641   -2.511   -1.788   -2.829    0.000   -2.628
   -0.409   -2.363    0.690   -0.255   -0.689   -0.227    0.438    0.438    0.690   -1.480
    0.466   -1.143    0.690    0.466    0.690    0.690    0.690    0.690    0.284    0.690
    0.690    0.349    0.317   -0.782   -1.261   -1.230   -0.345   -0.815    0.284
           40 ===============
   -0.173    0.690    0.690   -0.026    0.250    0.690    0.690    0.690   -0.409    0.690
   -0.782   -0.443    0.690   -0.815    0.690    0.690    0.690    0.349   -0.750   -1.731
    0.690   -1.261    0.690    0.690    0.690    0.690    0.250    0.284    0.690    0.690
    0.317   -0.409    0.317   -1.136    0.690   -2.640   -2.355   -0.376   -2.628    0.000
   -2.679    0.317   -0.443   -2.281   -1.508   -0.345    0.317   -1.475    0.349   -1.261
    0.690   -1.261    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690
    0.250   -0.514   -1.468    0.690    0.179   -1.359   -0.478   -1.938   -0.552
           41 ===============
   -0.121    0.690    0.018    0.690    0.690    0.690    0.690    0.690    0.690    0.690
    0.690    0.250    0.690   -0.409    0.250    0.690    0.690    0.349   -0.345    0.349
    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690
   -0.409    0.690    0.317    0.250    0.317    0.690   -2.019   -1.293   -0.409   -2.679
    0.000   -1.986   -0.848   -2.315   -1.913   -0.782    0.690   -0.376    0.349   -0.750
    0.690   -0.345    0.349    0.690    0.690    0.690    0.690    0.690    0.690    0.690
    0.690    0.690    0.690    0.102    0.179    0.250    0.690    0.141    0.141
           42 ===============
    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690
    0.438   -0.719    0.379   -1.200    0.690    0.690    0.466    0.690    0.466   -0.920
    0.466    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690   -0.376
    0.690    0.379   -0.255   -1.230    0.438    0.379    0.690   -0.255   -2.363    0.317
   -1.986    0.000   -0.977   -1.537   -2.156   -1.171    0.409    0.438    0.690   -0.920
    0.690    0.466    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690
    0.690    0.690    0.690    0.690    0.690    0.690    0.690   -1.102   -0.815
           43 ===============
    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.690
   -0.689    0.349    0.349    0.690    0.690    0.690    0.690    0.690    0.690    0.690
    0.438    0.690    0.690    0.409    0.690    0.690   -0.314    0.379    0.690   -0.815
    0.690   -0.750    0.690   -1.261    0.690    0.690    0.349    0.438    0.690   -0.443
   -0.848   -0.977    0.000   -2.363    0.379   -1.383    0.379   -0.977    0.690   -1.508
    0.438   -0.660    0.438    0.438    0.250    0.690    0.690    0.690    0.690    0.690
    0.690    0.690    0.690    0.690    0.317   -0.345    0.317   -1.829   -0.443
           44 ===============
   -0.675    0.690    0.690    0.690    0.690    0.690    0.690    0.690    0.379    0.690
   -0.284   -0.345    0.349   -1.230    0.690    0.438    0.438    0.690   -0.660   -0.255
   -0.660    0.438    0.690    0.409    0.690    0.690    0.379    0.690    0.690    0.690
   -0.689    0.690    0.690   -1.038    0.690    0.349    0.379    0.690   -0.255   -2.281
   -2.315   -1.537   -2.363    0.000   -2.923   -0.948   -0.689   -1.383   -0.255   -1.354
    0.438   -0.255   -0.660    0.690   -0.443    0.690    0.690    0.690    0.250    0.690
    0.690    0.690    0.284    0.690    0.690   -0.345   -0.376    0.250   -0.443
           45 ===============
    0.690    0.690    0.690    0.690    0.409    0.690    0.690    0.690   -1.171    0.690
