# r0    Z0    r      Z lambda weights
#                                eh1     eh1a     eh1b    eh1c    eh2     eh3   eh4    eh5a   eh5b   es2     es3    es3a    es3b   es3c    es4    es5    es6    en1     en2     en3
 0.200 7.000 0.688 5.998   0.25 0.480  5.168  -22.127  -2.842  1.393  -0.049  5.375  2.109  4.912  -0.099  -2.633  -4.895  -4.768  0.948  0.440  1.962  0.373  1.988  -3.547  -0.197 
 0.200 7.500 0.691 5.960   0.24 0.614  5.144  -22.125  -2.882  1.404  -0.050  5.469  2.126  5.103  -0.094  -2.651  -4.802  -4.780  0.946  0.429  1.963  0.391  2.015  -3.667  -0.194 
 0.200 8.000 0.694 5.919   0.29 0.603  5.158  -22.263  -2.964  1.446  -0.052  5.504  2.145  5.241  -0.088  -2.709  -4.776  -4.825  0.953  0.409  1.993  0.402  2.064  -3.759  -0.197 
 0.200 8.500 0.696 5.880   0.25 0.634  5.159  -22.377  -3.013  1.474  -0.054  5.577  2.156  5.394  -0.089  -2.771  -4.794  -4.877  0.961  0.398  2.033  0.411  2.111  -3.904  -0.199 
 0.200 9.000 0.698 5.846   0.22 0.689  5.101  -22.411  -3.052  1.489  -0.056  5.663  2.187  5.571  -0.085  -2.821  -4.886  -4.922  0.966  0.379  2.057  0.421  2.137  -4.048  -0.201 
 0.200 9.500 0.701 5.809   0.21 0.726  5.045  -22.513  -3.110  1.518  -0.058  5.719  2.201  5.716  -0.081  -2.877  -4.895  -4.967  0.972  0.362  2.089  0.432  2.179  -4.165  -0.203 
 0.200 10.000 0.703 5.767   0.22 0.639  5.143  -22.738  -3.206  1.571  -0.059  5.737  2.215  5.848  -0.080  -2.943  -4.790  -5.019  0.980  0.352  2.150  0.415  2.256  -4.260  -0.206 
 0.250 2.000 0.504 2.942   0.17 -70.904  -296.195  -5.597  -2.375  0.855  -0.121  17.408  12.297  21.400  -9.797  -2.972  -112.520  -12.357  3.027  18.082  5.010  -9.101  31.902  -95.907  6.754 
 0.250 2.500 0.629 5.678   0.00 -12.525  -4.194  -15.857  1.049  -0.054  -0.013  11.317  8.706  7.495  0.379  -4.498  -14.509  -7.878  1.556  -0.437  2.377  -2.041  2.217  -8.954  0.661 
 0.250 3.000 0.654 6.423   0.18 0.317  5.495  -20.963  -2.196  1.041  -0.029  4.873  1.876  3.477  -0.129  -2.064  -4.894  -4.306  0.872  0.615  1.712  0.218  1.544  -2.404  -0.170 
 0.250 3.500 0.659 6.373   0.19 0.336  5.502  -21.110  -2.268  1.084  -0.031  4.926  1.903  3.639  -0.125  -2.125  -4.879  -4.346  0.880  0.597  1.730  0.242  1.595  -2.520  -0.173 
 0.250 4.000 0.663 6.326   0.22 0.367  5.421  -21.300  -2.356  1.135  -0.034  5.000  1.940  3.755  -0.121  -2.200  -4.863  -4.395  0.897  0.584  1.747  0.261  1.646  -2.637  -0.177 
 0.250 5.500 0.675 6.186   0.26 0.433  5.330  -21.591  -2.545  1.234  -0.040  5.145  2.007  4.303  -0.114  -2.354  -4.800  -4.524  0.911  0.535  1.804  0.335  1.782  -3.021  -0.182 
 0.250 6.000 0.679 6.135   0.25 0.474  5.259  -21.781  -2.635  1.286  -0.043  5.196  2.019  4.376  -0.102  -2.438  -4.839  -4.593  0.926  0.492  1.862  0.330  1.846  -3.082  -0.188 
 0.250 6.500 0.681 6.099   0.27 0.471  5.310  -21.823  -2.676  1.304  -0.044  5.253  2.044  4.594  -0.107  -2.470  -4.788  -4.620  0.926  0.497  1.864  0.361  1.875  -3.257  -0.187 
 0.250 7.000 0.684 6.060   0.25 0.590  5.148  -21.844  -2.729  1.321  -0.046  5.324  2.078  4.744  -0.101  -2.508  -4.793  -4.662  0.927  0.471  1.890  0.362  1.903  -3.372  -0.187 
 0.250 8.000 0.690 5.979   0.25 0.592  5.132  -22.099  -2.857  1.393  -0.050  5.429  2.114  5.029  -0.096  -2.628  -4.795  -4.758  0.943  0.438  1.952  0.387  1.998  -3.604  -0.194 
 0.250 8.500 0.692 5.942   0.24 0.617  4.950  -22.147  -2.906  1.414  -0.051  5.500  2.147  5.183  -0.091  -2.674  -4.690  -4.802  0.947  0.417  1.977  0.391  2.031  -3.732  -0.193 
 0.250 9.000 0.695 5.904   0.24 0.632  4.985  -22.269  -2.970  1.448  -0.053  5.550  2.160  5.319  -0.089  -2.730  -4.714  -4.847  0.954  0.403  2.009  0.402  2.077  -3.842  -0.196 
 0.250 9.500 0.697 5.865   0.24 0.637  5.151  -22.424  -3.037  1.487  -0.055  5.589  2.159  5.449  -0.088  -2.792  -4.783  -4.895  0.962  0.391  2.048  0.415  2.129  -3.944  -0.201 
 0.250 10.000 0.699 5.831   0.21 0.678  5.095  -22.492  -3.083  1.507  -0.056  5.659  2.179  5.606  -0.085  -2.842  -4.813  -4.940  0.967  0.379  2.079  0.421  2.164  -4.069  -0.202 
 0.300 2.000 0.490 2.974   0.17 -73.786  -314.567  -5.777  -1.765  0.775  -0.097  17.764  12.465  21.821  -10.577  -2.745  -124.457  -12.611  3.083  18.476  5.072  -9.619  32.506  -97.218  6.864 
 0.300 2.500 0.571 5.454   0.00 -20.905  -4.214  -12.344  -1.317  -0.366  0.054  12.301  13.689  8.421  0.113  -2.680  -6.544  -8.070  1.730  0.635  2.138  -5.179  2.200  -2.447  1.036 
 0.300 3.000 0.649 6.472   0.17 0.284  5.648  -20.876  -2.135  1.013  -0.027  4.798  1.843  3.304  -0.131  -2.004  -4.919  -4.247  0.865  0.629  1.680  0.205  1.496  -2.251  -0.168 
 0.300 3.500 0.654 6.424   0.18 0.305  5.588  -21.005  -2.202  1.051  -0.029  4.855  1.878  3.465  -0.127  -2.062  -4.896  -4.289  0.873  0.614  1.699  0.225  1.545  -2.371  -0.171 
 0.300 4.000 0.658 6.378   0.15 0.386  5.466  -21.164  -2.276  1.084  -0.031  4.977  1.913  3.663  -0.124  -2.136  -4.857  -4.330  0.884  0.608  1.705  0.254  1.594  -2.568  -0.170 
 0.300 4.500 0.663 6.328   0.19 0.351  5.574  -21.273  -2.344  1.133  -0.034  4.965  1.927  3.786  -0.122  -2.171  -4.808  -4.360  0.889  0.593  1.719  0.282  1.639  -2.623  -0.173 
 0.300 5.000 0.667 6.283   0.22 0.360  5.520  -21.383  -2.408  1.167  -0.036  5.025  1.949  3.931  -0.119  -2.229  -4.807  -4.408  0.896  0.577  1.750  0.294  1.685  -2.728  -0.176 
 0.300 5.500 0.670 6.238   0.20 0.385  5.538  -21.489  -2.470  1.199  -0.038  5.086  1.969  4.092  -0.115  -2.285  -4.789  -4.456  0.902  0.558  1.779  0.307  1.731  -2.852  -0.179 
 0.300 7.500 0.684 6.069   0.26 0.435  5.390  -21.945  -2.732  1.337  -0.046  5.293  2.052  4.623  -0.097  -2.530  -4.830  -4.669  0.935  0.464  1.909  0.350  1.915  -3.349  -0.191 
 0.300 8.000 0.686 6.031   0.26 0.459  5.395  -22.029  -2.786  1.363  -0.047  5.353  2.071  4.782  -0.096  -2.575  -4.824  -4.707  0.939  0.455  1.933  0.362  1.954  -3.461  -0.192 
 0.300 8.500 0.689 5.995   0.27 0.523  5.254  -22.089  -2.836  1.384  -0.049  5.395  2.095  4.962  -0.098  -2.609  -4.779  -4.740  0.941  0.452  1.947  0.381  1.988  -3.551  -0.193 
 0.300 9.000 0.691 5.959   0.25 0.597  5.171  -22.158  -2.888  1.409  -0.050  5.450  2.116  5.097  -0.095  -2.654  -4.782  -4.780  0.945  0.433  1.971  0.391  2.021  -3.660  -0.195 
 0.300 9.500 0.694 5.922   0.23 0.603  5.184  -22.261  -2.944  1.437  -0.052  5.510  2.134  5.236  -0.092  -2.709  -4.785  -4.826  0.951  0.419  2.005  0.396  2.064  -3.775  -0.196 
 0.300 10.000 0.696 5.886   0.24 0.618  5.166  -22.365  -3.002  1.469  -0.054  5.557  2.149  5.368  -0.089  -2.761  -4.781  -4.869  0.958  0.402  2.032  0.407  2.105  -3.879  -0.199 
 0.350 2.000 0.478 3.006   0.18 -79.153  -343.854  -6.142  -1.207  0.716  -0.077  18.706  13.062  22.929  -11.603  -2.587  -141.611  -13.278  3.242  19.505  5.301  -10.489  34.029  -101.705  7.200 
 0.350 2.500 0.645 5.900   0.01 -1.787  -12.024  -19.312  1.014  -0.129  -0.023  10.753  2.779  8.031  -0.192  -4.471  -14.206  -6.682  1.344  0.331  3.907  -1.418  1.845  -7.137  0.404 
 0.350 3.000 0.642 6.503   0.12 -0.267  4.229  -19.459  -2.080  0.733  -0.011  4.882  1.645  3.328  -0.212  -1.777  -4.203  -4.553  0.790  0.743  1.851  0.159  1.555  -2.960  -0.276 
 0.350 3.500 0.649 6.472   0.16 0.281  5.619  -20.940  -2.154  1.034  -0.028  4.790  1.864  3.337  -0.134  -1.995  -4.831  -4.198  0.869  0.654  1.633  0.231  1.477  -2.209  -0.164 
 0.350 4.000 0.650 6.420   0.10 2.816  5.616  -20.565  -1.471  0.704  -0.026  6.048  2.050  4.704  -0.143  -2.082  -4.456  -4.310  0.816  0.848  1.601  0.167  1.512  -3.018  0.043 
 0.350 4.500 0.658 6.380   0.15 0.350  5.553  -21.169  -2.276  1.090  -0.031  4.936  1.906  3.636  -0.125  -2.126  -4.857  -4.322  0.884  0.612  1.699  0.261  1.594  -2.518  -0.172 
 0.350 5.000 0.662 6.336   0.18 0.372  5.528  -21.267  -2.343  1.122  -0.033  4.995  1.927  3.783  -0.122  -2.177  -4.828  -4.367  0.889  0.595  1.724  0.271  1.638  -2.660  -0.173 
 0.350 5.500 0.666 6.290   0.19 0.364  5.549  -21.362  -2.396  1.161  -0.036  5.015  1.945  3.925  -0.119  -2.219  -4.802  -4.400  0.894  0.579  1.743  0.295  1.678  -2.722  -0.176 
 0.350 6.000 0.670 6.247   0.21 0.383  5.514  -21.467  -2.457  1.192  -0.038  5.072  1.966  4.067  -0.116  -2.275  -4.796  -4.446  0.902  0.563  1.772  0.306  1.722  -2.836  -0.178 
 0.350 8.000 0.682 6.084   0.25 0.417  5.393  -21.897  -2.703  1.323  -0.045  5.280  2.046  4.580  -0.100  -2.506  -4.818  -4.647  0.931  0.476  1.897  0.344  1.897  -3.317  -0.190 
 0.350 9.000 0.688 6.009   0.26 0.484  5.348  -22.084  -2.817  1.379  -0.048  5.385  2.082  4.865  -0.096  -2.603  -4.817  -4.731  0.942  0.448  1.949  0.367  1.977  -3.528  -0.193 
 0.350 9.500 0.690 5.977   0.23 0.567  5.212  -22.117  -2.856  1.393  -0.049  5.431  2.106  5.035  -0.096  -2.633  -4.786  -4.762  0.942  0.443  1.966  0.380  2.005  -3.613  -0.193 
 0.400 2.000 0.465 3.037   0.18 -83.348  -367.338  -6.421  -0.688  0.623  -0.057  19.365  13.472  23.679  -12.527  -2.427  -155.842  -13.749  3.353  20.243  5.452  -11.086  34.969  -104.677  7.427 
 0.400 2.500 0.633 6.069   0.01 0.563  -15.315  -18.985  0.358  -0.111  -0.021  8.530  3.164  7.075  -0.164  -4.174  -12.884  -6.545  1.191  0.315  3.634  -1.005  1.259  -6.818  0.163 
 0.400 3.000 0.637 6.552   0.11 -0.733  3.353  -19.110  -2.040  0.690  -0.008  4.763  1.651  3.001  -0.169  -1.716  -4.536  -4.510  0.791  0.593  1.837  0.143  1.514  -2.546  -0.303 
 0.400 3.500 0.644 6.517   0.16 0.269  5.775  -20.825  -2.083  0.991  -0.026  4.729  1.835  3.165  -0.133  -1.951  -4.931  -4.183  0.862  0.645  1.640  0.195  1.453  -2.115  -0.164 
 0.400 4.000 0.645 6.475   0.08 2.385  6.493  -20.255  -1.421  0.676  -0.022  5.780  1.884  4.439  -0.129  -1.935  -4.485  -4.242  0.786  0.757  1.596  0.157  1.516  -2.643  -0.023 
 0.400 4.500 0.641 6.482   0.08 0.926  0.814  -18.340  -1.508  0.501  -0.027  6.096  2.462  4.543  -0.195  -1.656  -4.706  -4.051  0.809  0.732  1.412  0.219  1.010  -3.110  0.021 
 0.400 5.000 0.658 6.383   0.14 0.341  5.538  -21.156  -2.268  1.089  -0.031  4.921  1.906  3.627  -0.125  -2.119  -4.848  -4.317  0.883  0.613  1.693  0.263  1.590  -2.499  -0.172 
 0.400 5.500 0.662 6.340   0.15 0.355  5.534  -21.258  -2.335  1.122  -0.033  4.971  1.923  3.760  -0.121  -2.169  -4.828  -4.360  0.889  0.596  1.719  0.275  1.633  -2.613  -0.175 
 0.400 6.000 0.665 6.298   0.18 0.373  5.505  -21.354  -2.395  1.153  -0.035  5.019  1.944  3.900  -0.120  -2.218  -4.820  -4.403  0.895  0.580  1.743  0.289  1.675  -2.731  -0.176 
 0.400 6.500 0.669 6.255   0.17 0.380  5.521  -21.445  -2.445  1.186  -0.037  5.056  1.961  4.043  -0.117  -2.263  -4.798  -4.437  0.900  0.565  1.766  0.305  1.714  -2.816  -0.178 
 0.400 7.000 0.672 6.215   0.31 0.397  5.503  -21.544  -2.504  1.216  -0.039  5.109  1.983  4.181  -0.113  -2.318  -4.787  -4.487  0.908  0.543  1.790  0.318  1.756  -2.907  -0.180 
 0.400 8.500 0.682 6.096   0.24 0.418  5.403  -21.888  -2.690  1.317  -0.044  5.269  2.044  4.522  -0.102  -2.497  -4.854  -4.637  0.931  0.482  1.892  0.341  1.886  -3.267  -0.192 
 0.400 9.000 0.684 6.061   0.25 0.443  5.369  -21.963  -2.738  1.340  -0.046  5.318  2.060  4.664  -0.100  -2.538  -4.836  -4.672  0.935  0.470  1.914  0.351  1.921  -3.368  -0.192 
 0.450 2.000 0.128 2.605   0.07 -21.197  -157.428  -1.189  3.374  0.964  -0.060  4.491  2.997  4.835  4.865  2.276  -135.274  -2.941  0.816  5.389  1.103  -20.007  6.067  -21.512  1.664 
 0.450 2.500 0.627 6.037   0.00 -0.300  -7.250  -18.711  1.570  -0.181  -0.018  8.488  2.762  6.812  -0.198  -4.206  -12.637  -6.483  1.226  0.367  3.803  -1.111  1.147  -5.333  0.001 
 0.450 3.000 0.631 6.600   0.10 -1.177  3.570  -18.908  -2.005  0.657  -0.005  4.649  1.631  2.688  -0.140  -1.662  -4.464  -4.490  0.792  0.538  1.825  0.124  1.486  -2.250  -0.305 
 0.450 3.500 0.640 6.561   0.14 0.276  5.559  -20.770  -2.047  0.979  -0.025  4.669  1.830  3.071  -0.143  -1.892  -4.841  -4.091  0.860  0.697  1.570  0.207  1.375  -1.981  -0.156 
 0.450 4.000 0.630 6.577   0.06 1.678  0.950  -18.319  -1.322  0.414  -0.020  5.806  2.283  4.174  -0.201  -1.612  -4.562  -4.081  0.778  0.801  1.468  0.173  0.920  -2.778  0.073 
 0.450 4.500 0.636 6.533   0.06 1.378  1.616  -18.482  -1.436  0.474  -0.024  5.867  2.310  4.354  -0.204  -1.620  -4.762  -4.019  0.784  0.826  1.439  0.204  0.981  -3.087  0.049 
 0.450 5.000 0.651 6.427   0.08 2.502  6.463  -20.797  -1.577  0.761  -0.025  5.828  1.965  4.639  -0.149  -2.080  -4.449  -4.297  0.809  0.818  1.615  0.209  1.587  -2.776  -0.053 
