c0433 37 43
c0434 35 51
c0435 34 75
c0439 33 60
c0440 65 45
c0442 54 53
c0443 72 43
c0444 46 59
c0447 33 79
c0448 36 55
c0451 49 46
c0452 35 56
c0453 39 70
c0455 35 68
c0456 44 52
c0457 45 47
c0460 68 39
c0462 56 42
c0463 31 63
c0465 35 53
c0468 31 53
c0469 58 57
c0470 31 56
c0473 55 35
c0475 46 44
c0476 31 51
c0477 59 50
c0478 39 69
c0479 70 40
c0480 50 52
c0481 38 54
c0482 45 41
c0484 36 65
c0485 40 74
c0486 34 46
c0487 68 43
c0492 47 35
c0494 35 65
c0495 38 81
c0498 37 50
c0499 36 68
c0500 32 78
c0501 34 49
c0503 50 45
c0504 32 51
c0505 41 74
c0506 57 39
c0507 63 48
c0509 34 62
c0512 36 52
c0513 36 57
c0516 53 52
c0517 34 80
c0518 62 39
c0519 54 42
c0520 35 52
c0521 43 51
c0522 46 52
c0524 47 68
c0527 33 55
c0528 52 49
c0531 55 55
c0533 44 65
c0534 60 42
c0536 39 58
c0538 31 45
c0539 46 57
c0540 42 59
c0542 52 52
c0543 51 42
c0544 41 74
c0545 33 54
c0546 60 38
c0549 39 74
c0550 35 44
c0552 53 42
c0557 32 74
c0558 59 44
c0560 36 63
c0561 45 47
c0562 50 49
c0563 36 70
c0564 51 47
c0565 45 67
c0566 45 68
c0567 32 67
c0568 36 66
c0569 37 73
c0570 51 56
c0571 58 47
c0572 33 69
c0573 41 39
c0574 39 71
c0575 37 66
c0579 37 67
c0580 34 48
c0583 63 43
c0584 42 55
c0585 57 41
c0586 44 46
c0589 51 47
c0592 46 63
c0594 41 57
c0596 49 56
c0599 44 56
