'#(1)header    (2)TM of best model    (3)fraction of residues with identical secondary structure assignment. The methods are seqdat2ss.py and pdb2ss.py    (4)(5)(6) fraction of C,H,E for seqdat2ss.py   (7)(8)( fraction of C,H,E for pdb2ss.py
#  1    2    3   4     5    6    7    8    9
1ng7A 0.36 0.82 0.57 0.30 0.13 0.75 0.25 0.00
1pzqA 0.34 0.85 0.57 0.43 0.00 0.48 0.52 0.00
1pzrA 0.30 0.90 0.33 0.67 0.00 0.33 0.62 0.05
1rsoA 0.47 0.82 0.20 0.80 0.00 0.35 0.65 0.00
1umqA 0.65 0.88 0.43 0.57 0.00 0.52 0.48 0.00
1dulA 0.53 0.66 0.38 0.62 0.00 0.62 0.38 0.00
1g2hA 0.48 0.89 0.39 0.61 0.00 0.48 0.52 0.00
1i2tA 0.66 0.82 0.18 0.82 0.00 0.26 0.74 0.00
1ku3A 0.63 0.79 0.38 0.62 0.00 0.43 0.57 0.00
1cjgA 0.64 0.84 0.40 0.60 0.00 0.47 0.48 0.05
1jniA 0.27 0.82 0.89 0.05 0.06 0.94 0.06 0.00
1oyiA 0.53 0.73 0.40 0.50 0.10 0.48 0.47 0.05
1a0aA 0.38 0.84 0.22 0.78 0.00 0.38 0.62 0.00
1je8A 0.61 0.73 0.32 0.68 0.00 0.59 0.41 0.00
1jfiA 0.35 0.84 0.21 0.79 0.00 0.37 0.63 0.00
1irzA 0.59 0.86 0.42 0.56 0.02 0.44 0.52 0.05
1k1fA 0.31 0.81 0.25 0.75 0.00 0.31 0.69 0.00
1an4A 0.37 0.86 0.29 0.71 0.00 0.43 0.57 0.00
1no1A 0.54 0.83 0.34 0.66 0.00 0.48 0.52 0.00
1copD 0.52 0.82 0.56 0.33 0.11 0.47 0.30 0.23
1mntA 0.35 0.88 0.47 0.50 0.03 0.44 0.52 0.05
1b8zA 0.38 0.79 0.33 0.52 0.15 0.33 0.51 0.16
1cf7A 0.55 0.81 0.39 0.60 0.01 0.52 0.48 0.00
1fseA 0.66 0.88 0.36 0.64 0.00 0.39 0.57 0.04
1joyA 0.37 0.78 0.10 0.90 0.00 0.24 0.76 0.00
1qqvA 0.33 0.69 0.45 0.55 0.00 0.64 0.30 0.06
1tbaA 0.29 0.85 0.63 0.33 0.04 0.60 0.36 0.04
1c7vA 0.46 0.84 0.37 0.60 0.03 0.53 0.47 0.00
1cokA 0.69 0.71 0.25 0.75 0.00 0.51 0.49 0.00
1ehjA 0.37 0.76 0.76 0.16 0.07 0.74 0.26 0.00
1j9iA 0.45 0.74 0.29 0.68 0.03 0.49 0.47 0.04
1mdyA 0.40 0.93 0.29 0.71 0.00 0.31 0.69 0.00
1tafA 0.50 0.94 0.26 0.74 0.00 0.29 0.71 0.00
1doqA 0.64 0.84 0.42 0.58 0.00 0.55 0.45 0.00
1dpuA 0.68 0.91 0.54 0.45 0.01 0.59 0.41 0.00
1go5A 0.63 0.87 0.42 0.58 0.00 0.43 0.51 0.06
1l6hA 0.49 0.70 0.55 0.45 0.00 0.39 0.61 0.00
1qpmA 0.66 0.83 0.58 0.36 0.06 0.46 0.38 0.16
1rykA 0.57 0.74 0.23 0.77 0.00 0.43 0.57 0.00
1uzcA 0.61 0.81 0.42 0.58 0.00 0.35 0.57 0.09
1b22A 0.42 0.86 0.41 0.59 0.00 0.47 0.53 0.00
1e68A 0.53 0.77 0.33 0.67 0.00 0.39 0.61 0.00
1daqA 0.31 0.92 0.66 0.32 0.01 0.63 0.32 0.04
1b0xA 0.79 0.88 0.35 0.65 0.00 0.44 0.56 0.00
1eijA 0.40 0.76 0.29 0.71 0.00 0.44 0.56 0.00
1jw2A 0.59 0.81 0.31 0.69 0.00 0.39 0.61 0.00
1bo9A 0.68 0.89 0.26 0.74 0.00 0.34 0.66 0.00
1h8bA 0.54 0.88 0.47 0.53 0.00 0.49 0.47 0.04
1hryA 0.45 0.92 0.32 0.68 0.00 0.40 0.60 0.00
1i27A 0.52 0.79 0.41 0.53 0.05 0.55 0.37 0.08
1e7jA 0.42 0.86 0.36 0.64 0.00 0.28 0.68 0.04
1l9lA 0.81 0.81 0.27 0.73 0.00 0.38 0.62 0.00
1lddA 0.46 0.86 0.35 0.54 0.11 0.46 0.50 0.04
1sknP 0.34 0.86 0.32 0.68 0.00 0.32 0.68 0.00
1ucrA 0.70 0.78 0.45 0.43 0.12 0.45 0.46 0.09
1h3lA 0.75 0.87 0.20 0.80 0.00 0.28 0.72 0.00
1iieA 0.32 0.84 0.44 0.56 0.00 0.44 0.52 0.04
1bg8A 0.49 0.72 0.55 0.42 0.03 0.43 0.57 0.00
1dp7P 0.61 0.62 0.49 0.32 0.20 0.41 0.37 0.22
1du2A 0.23 0.62 0.36 0.64 0.00 0.71 0.29 0.00
1ji7A 0.69 0.95 0.53 0.47 0.00 0.55 0.45 0.00
1n8lA 0.25 0.68 0.37 0.62 0.01 0.66 0.34 0.00
1p94A 0.34 0.78 0.55 0.39 0.05 0.51 0.39 0.09
1qgpA 0.64 0.75 0.50 0.45 0.05 0.47 0.49 0.04
1eo0A 0.37 0.91 0.29 0.71 0.00 0.30 0.70 0.00
1eoqA 0.68 0.92 0.38 0.62 0.00 0.45 0.55 0.00
1of9A 0.55 0.77 0.17 0.83 0.00 0.38 0.62 0.00
1oqpA 0.63 0.91 0.47 0.52 0.01 0.51 0.49 0.00
1j0tA 0.66 0.85 0.33 0.67 0.00 0.44 0.56 0.00
1n69A 0.51 0.91 0.18 0.82 0.00 0.24 0.76 0.00
1fafA 0.68 0.89 0.38 0.62 0.00 0.42 0.54 0.04
1am9A 0.43 0.96 0.21 0.79 0.00 0.20 0.80 0.00
1dv5A 0.52 0.74 0.35 0.65 0.00 0.49 0.47 0.04
1r6rA 0.30 0.80 0.28 0.72 0.00 0.38 0.62 0.00
1d8bA 0.57 0.88 0.37 0.63 0.00 0.37 0.63 0.00
1d8jA 0.67 0.79 0.54 0.42 0.04 0.51 0.44 0.05
1fi5A 0.57 0.81 0.41 0.57 0.02 0.57 0.43 0.00
1kdxA 0.74 0.83 0.25 0.75 0.00 0.32 0.68 0.00
1ud0A 0.40 0.85 0.38 0.62 0.00 0.31 0.69 0.00
1urfA 0.66 0.89 0.22 0.78 0.00 0.28 0.72 0.00
1p6rA 0.72 0.80 0.43 0.46 0.11 0.50 0.40 0.10
1iioA 0.59 0.86 0.51 0.45 0.04 0.56 0.39 0.05
1l8yA 0.41 0.83 0.33 0.67 0.00 0.29 0.71 0.00
1m12A 0.69 0.90 0.29 0.71 0.00 0.38 0.62 0.00
1irjA 0.66 0.84 0.35 0.62 0.02 0.42 0.58 0.00
1k5oA 0.32 0.82 0.35 0.60 0.05 0.48 0.52 0.00
1nmrA 0.49 0.84 0.24 0.76 0.00 0.38 0.62 0.00
1q1hA 0.60 0.87 0.32 0.52 0.16 0.40 0.48 0.12
1uqvA 0.64 0.91 0.45 0.55 0.00 0.49 0.51 0.00
1an2A 0.41 0.94 0.19 0.81 0.00 0.24 0.76 0.00
1cnoA 0.68 0.92 0.49 0.51 0.00 0.50 0.50 0.00
1j7qA 0.51 0.70 0.40 0.60 0.00 0.36 0.51 0.13
2lefA 0.57 0.95 0.42 0.58 0.00 0.47 0.53 0.00
1gvnA 0.69 0.84 0.24 0.76 0.00 0.33 0.67 0.00
1ichA 0.70 0.89 0.29 0.71 0.00 0.36 0.64 0.00
1m1pA 0.28 0.64 0.78 0.20 0.02 0.68 0.29 0.03
1m62A 0.67 0.94 0.28 0.72 0.00 0.31 0.69 0.00
1n1jA 0.44 0.92 0.25 0.75 0.00 0.33 0.67 0.00
1p4wA 0.60 0.91 0.39 0.61 0.00 0.46 0.54 0.00
1fbqA 0.38 0.83 0.53 0.34 0.12 0.59 0.33 0.08
1iurA 0.60 0.86 0.41 0.59 0.00 0.43 0.52 0.05
1ycqA 0.62 0.69 0.43 0.53 0.03 0.56 0.40 0.05
1dgnA 0.52 0.81 0.21 0.79 0.00 0.31 0.69 0.00
1f36A 0.40 0.75 0.33 0.67 0.00 0.37 0.53 0.10
1hbkA 0.70 0.92 0.36 0.64 0.00 0.44 0.56 0.00
1lliA 0.56 0.85 0.30 0.70 0.00 0.45 0.55 0.00
1qckA 0.51 0.88 0.34 0.66 0.00 0.46 0.54 0.00
1s29A 0.64 0.72 0.38 0.53 0.09 0.60 0.40 0.00
1a03A 0.56 0.87 0.30 0.68 0.02 0.39 0.61 0.00
1g8qA 0.53 0.88 0.42 0.58 0.00 0.43 0.57 0.00
1jr5A 0.30 0.78 0.17 0.83 0.00 0.39 0.61 0.00
1mr8A 0.67 0.82 0.30 0.68 0.02 0.39 0.61 0.00
1ecmA 0.46 0.95 0.20 0.80 0.00 0.19 0.81 0.00
1f6vA 0.36 0.69 0.26 0.74 0.00 0.55 0.45 0.00
1k99A 0.38 0.97 0.42 0.58 0.00 0.43 0.57 0.00
1ntcA 0.32 0.81 0.37 0.63 0.00 0.36 0.55 0.09
1ucpA 0.70 0.88 0.31 0.69 0.00 0.32 0.65 0.03
1a4pA 0.63 0.85 0.28 0.70 0.02 0.37 0.63 0.00
1aueA 0.55 0.89 0.23 0.77 0.00 0.23 0.77 0.00
1ifwA 0.51 0.89 0.37 0.63 0.00 0.43 0.57 0.00
1iuyA 0.54 0.71 0.33 0.64 0.03 0.49 0.41 0.10
1j1vA 0.55 0.79 0.28 0.72 0.00 0.38 0.62 0.00
1cg7A 0.63 0.80 0.40 0.60 0.00 0.24 0.60 0.16
1gjjA 0.37 0.83 0.45 0.55 0.00 0.45 0.52 0.03
1pn5A 0.59 0.81 0.31 0.69 0.00 0.46 0.54 0.00
1v31A 0.49 0.83 0.57 0.41 0.02 0.57 0.33 0.10
1d5vA 0.53 0.68 0.62 0.35 0.03 0.53 0.37 0.10
1fshA 0.55 0.80 0.47 0.34 0.19 0.63 0.34 0.03
1ny9A 0.36 0.83 0.29 0.71 0.00 0.31 0.69 0.00
1q08A 0.30 0.93 0.31 0.69 0.00 0.34 0.66 0.00
1bjaA 0.41 0.71 0.25 0.72 0.03 0.40 0.57 0.03
1fadA 0.53 0.91 0.25 0.75 0.00 0.35 0.65 0.00
1mn8A 0.51 0.72 0.56 0.35 0.09 0.48 0.52 0.00
1om2A 0.53 0.85 0.31 0.69 0.00 0.31 0.66 0.03
1ihfA 0.37 0.85 0.42 0.41 0.18 0.35 0.38 0.27
1vh6A 0.40 0.64 0.12 0.88 0.00 0.36 0.64 0.00
1c15A 0.60 0.88 0.28 0.72 0.00 0.32 0.68 0.00
1hs7A 0.61 0.87 0.30 0.70 0.00 0.21 0.79 0.00
1aoiA 0.42 0.86 0.41 0.58 0.01 0.35 0.62 0.03
1g8eA 0.30 0.79 0.24 0.71 0.04 0.44 0.56 0.00
1smtA 0.51 0.88 0.32 0.61 0.07 0.36 0.56 0.08
1h7cA 0.34 0.77 0.21 0.75 0.04 0.26 0.74 0.00
1qjtA 0.59 0.80 0.45 0.55 0.00 0.54 0.46 0.00
1fzpD 0.27 0.60 0.29 0.65 0.06 0.21 0.79 0.00
1ka8A 0.44 0.67 0.47 0.41 0.12 0.60 0.34 0.06
1l8rA 0.41 0.73 0.37 0.41 0.22 0.50 0.35 0.15
1psrA 0.63 0.82 0.35 0.63 0.02 0.45 0.55 0.00
1ub9A 0.52 0.87 0.27 0.60 0.13 0.36 0.54 0.10
1jhgA 0.41 0.78 0.26 0.74 0.00 0.30 0.70 0.00
1s7zA 0.33 0.64 0.41 0.59 0.00 0.58 0.42 0.00
1b79A 0.39 0.83 0.30 0.70 0.00 0.41 0.59 0.00
1e2aA 0.50 0.85 0.15 0.80 0.05 0.13 0.83 0.04
1kkxA 0.58 0.79 0.33 0.67 0.00 0.50 0.50 0.00
1l3pA 0.59 0.83 0.39 0.61 0.00 0.32 0.68 0.00
1qsdA 0.49 0.97 0.16 0.84 0.00 0.19 0.81 0.00
3caoA 0.29 0.75 0.80 0.20 0.00 0.75 0.25 0.00
1b0nA 0.54 0.90 0.33 0.67 0.00 0.43 0.57 0.00
1fxkA 0.33 0.72 0.16 0.81 0.04 0.31 0.61 0.08
1cmaA 0.28 0.72 0.39 0.61 0.00 0.59 0.35 0.07
1mhlA 0.21 0.83 0.70 0.29 0.01 0.72 0.18 0.10
1nlxA 0.45 0.85 0.31 0.69 0.00 0.25 0.75 0.00
1qqiA 0.62 0.76 0.44 0.28 0.28 0.54 0.33 0.13
1if1A 0.50 0.74 0.55 0.31 0.13 0.64 0.30 0.06
1jr8A 0.58 0.83 0.31 0.69 0.00 0.33 0.63 0.04
1a75A 0.55 0.87 0.43 0.56 0.01 0.57 0.43 0.00
1g7dA 0.51 0.89 0.29 0.71 0.00 0.35 0.65 0.00
1jbgA 0.35 0.92 0.31 0.67 0.02 0.38 0.59 0.03
1lvfA 0.46 0.96 0.20 0.80 0.00 0.22 0.78 0.00
1qb2A 0.47 0.80 0.36 0.64 0.00 0.35 0.65 0.00
256bA 0.66 0.96 0.24 0.76 0.00 0.27 0.73 0.00
1ig6A 0.44 0.86 0.45 0.54 0.01 0.44 0.56 0.00
1q6aA 0.59 0.94 0.25 0.75 0.00 0.27 0.73 0.00
2spcA 0.31 0.86 0.17 0.83 0.00 0.12 0.88 0.00
1c3yA 0.43 0.72 0.36 0.64 0.00 0.45 0.49 0.06
1h67A 0.65 0.91 0.38 0.62 0.00 0.44 0.56 0.00
1hulA 0.50 0.80 0.26 0.70 0.04 0.33 0.62 0.05
1hxiA 0.47 0.92 0.42 0.58 0.00 0.44 0.56 0.00
1awcA 0.52 0.71 0.45 0.41 0.14 0.56 0.44 0.00
1e6iA 0.54 0.87 0.39 0.61 0.00 0.52 0.48 0.00
1iq3A 0.55 0.85 0.51 0.48 0.01 0.59 0.37 0.04
1kr7A 0.60 0.84 0.31 0.69 0.00 0.38 0.62 0.00
1d4uA 0.29 0.77 0.57 0.41 0.03 0.65 0.29 0.06
1hssA 0.68 0.79 0.55 0.44 0.01 0.54 0.46 0.00
1mp1A 0.56 0.77 0.41 0.59 0.00 0.38 0.52 0.10
1p8cA 0.36 0.92 0.23 0.77 0.00 0.29 0.71 0.00
1dw0A 0.50 0.80 0.51 0.49 0.00 0.60 0.38 0.03
1k19A 0.44 0.87 0.38 0.62 0.00 0.44 0.56 0.00
1nzeA 0.51 0.89 0.17 0.83 0.00 0.17 0.79 0.04
1o3xA 0.68 0.88 0.23 0.77 0.00 0.19 0.81 0.00
1ga3A 0.35 0.88 0.46 0.49 0.05 0.56 0.44 0.00
1hekA 0.35 0.85 0.45 0.54 0.01 0.48 0.52 0.00
1ecwA 0.52 0.76 0.42 0.58 0.00 0.45 0.55 0.00
1enwA 0.50 0.78 0.45 0.55 0.00 0.47 0.53 0.00
1gh6A 0.49 0.78 0.51 0.49 0.00 0.46 0.44 0.10
1pp7U 0.29 0.58 0.59 0.34 0.07 0.49 0.39 0.11
1hy5A 0.25 0.64 0.20 0.80 0.00 0.50 0.50 0.00
1klpA 0.51 0.82 0.46 0.54 0.00 0.59 0.38 0.03
1q5vA 0.37 0.83 0.25 0.37 0.37 0.37 0.34 0.29
1dlwA 0.50 0.88 0.29 0.71 0.00 0.41 0.59 0.00
1b1uA 0.64 0.86 0.62 0.38 0.00 0.58 0.39 0.03
1elwA 0.47 0.89 0.21 0.79 0.00 0.26 0.74 0.00
1r5rA 0.53 0.85 0.36 0.63 0.01 0.47 0.53 0.00
1orgA 0.55 0.92 0.33 0.67 0.00 0.40 0.60 0.00
1fc3A 0.40 0.77 0.25 0.75 0.00 0.36 0.64 0.00
1nxhA 0.38 0.74 0.20 0.80 0.00 0.38 0.62 0.00
1o3uA 0.60 0.86 0.27 0.73 0.00 0.29 0.71 0.00
1bm9A 0.36 0.64 0.16 0.84 0.00 0.37 0.52 0.12
1br0A 0.41 0.94 0.16 0.84 0.00 0.17 0.83 0.00
1csgA 0.53 0.81 0.43 0.57 0.00 0.47 0.44 0.09
1okrA 0.42 0.88 0.33 0.62 0.06 0.37 0.56 0.07
1v3fA 0.49 0.69 0.57 0.43 0.00 0.62 0.27 0.12
1d9cA 0.41 0.83 0.26 0.73 0.01 0.40 0.60 0.00
3inkC 0.32 0.80 0.36 0.60 0.03 0.38 0.59 0.03
1a2aA 0.45 0.78 0.57 0.37 0.07 0.54 0.39 0.07
1fazA 0.44 0.81 0.50 0.50 0.00 0.41 0.59 0.00
1q05A 0.39 0.89 0.34 0.65 0.02 0.34 0.61 0.05
1mwbA 0.47 0.86 0.29 0.71 0.00 0.30 0.70 0.00
1pdnC 0.40 0.85 0.54 0.46 0.00 0.56 0.41 0.02
1e8eA 0.31 0.81 0.51 0.49 0.00 0.61 0.39 0.00
1i5nA 0.42 0.82 0.19 0.81 0.00 0.34 0.66 0.00
1oofA 0.57 0.85 0.35 0.65 0.00 0.50 0.50 0.00
1a7vA 0.63 0.91 0.26 0.74 0.00 0.33 0.67 0.00
1hkqA 0.41 0.75 0.34 0.37 0.29 0.46 0.39 0.14
1ijxA 0.47 0.89 0.62 0.38 0.00 0.60 0.35 0.05
1psyA 0.48 0.72 0.57 0.43 0.00 0.47 0.42 0.10
1orjA 0.50 0.87 0.18 0.82 0.00 0.30 0.70 0.00
1idrA 0.64 0.85 0.33 0.67 0.00 0.42 0.58 0.00
1c20A 0.39 0.81 0.45 0.54 0.01 0.39 0.59 0.02
1dd3A 0.32 0.73 0.43 0.50 0.07 0.35 0.59 0.06
1elrA 0.57 0.85 0.18 0.82 0.00 0.23 0.77 0.00
1jogA 0.41 0.83 0.28 0.72 0.00 0.40 0.60 0.00
1au7A 0.33 0.76 0.43 0.55 0.02 0.32 0.65 0.03
1n3kA 0.35 0.79 0.42 0.58 0.00 0.50 0.50 0.00
1on1A 0.39 0.90 0.26 0.72 0.02 0.32 0.68 0.00
1pa7A 0.43 0.84 0.50 0.43 0.07 0.55 0.42 0.02
1bbhA 0.48 0.92 0.29 0.71 0.00 0.31 0.69 0.00
1eyvA 0.45 0.83 0.23 0.77 0.00 0.32 0.68 0.00
1khyA 0.39 0.83 0.28 0.72 0.00 0.45 0.55 0.00
1b4uA 0.27 0.86 0.31 0.69 0.00 0.45 0.55 0.00
1q8cA 0.46 0.73 0.21 0.79 0.00 0.42 0.58 0.00
1exzA 0.43 0.77 0.39 0.61 0.00 0.50 0.44 0.05
1fqiA 0.43 0.68 0.32 0.68 0.00 0.52 0.45 0.03
1iygA 0.48 0.89 0.28 0.72 0.00 0.30 0.70 0.00
1klxA 0.40 0.89 0.33 0.67 0.00 0.36 0.64 0.00
1mzbA 0.37 0.84 0.37 0.41 0.23 0.42 0.38 0.20
1eteA 0.39 0.64 0.35 0.54 0.10 0.51 0.40 0.09
1g03A 0.38 0.90 0.43 0.57 0.00 0.46 0.54 0.00
1jfjA 0.40 0.85 0.34 0.62 0.04 0.46 0.54 0.00
1e29A 0.48 0.81 0.56 0.37 0.07 0.61 0.33 0.06
1he1A 0.33 0.86 0.24 0.76 0.00 0.31 0.69 0.00
1vhbA 0.35 0.87 0.14 0.86 0.00 0.27 0.73 0.00
1s3jA 0.34 0.73 0.24 0.70 0.06 0.46 0.49 0.06
1dqeA 0.57 0.84 0.31 0.67 0.01 0.45 0.55 0.00
1ew6A 0.45 0.81 0.28 0.72 0.00 0.35 0.65 0.00
1gakA 0.46 0.90 0.27 0.73 0.00 0.36 0.64 0.00
1lnwA 0.46 0.82 0.28 0.66 0.06 0.45 0.52 0.04
1jgsA 0.39 0.82 0.24 0.70 0.06 0.35 0.58 0.07
1ey1A 0.43 0.85 0.27 0.73 0.00 0.40 0.60 0.00
1jwfA 0.49 0.94 0.31 0.69 0.00 0.36 0.64 0.00
1b1bA 0.54 0.88 0.36 0.60 0.04 0.47 0.53 0.00
1i1gA 0.35 0.80 0.27 0.45 0.28 0.44 0.36 0.19
1a00A 0.37 0.87 0.28 0.72 0.00 0.33 0.67 0.00
1ithA 0.59 0.87 0.20 0.80 0.00 0.30 0.70 0.00
1j30A 0.41 0.86 0.12 0.88 0.00 0.23 0.77 0.00
1puoA 0.41 0.87 0.30 0.70 0.00 0.33 0.67 0.00
1k04A 0.44 0.92 0.23 0.77 0.00 0.26 0.74 0.00
1k6kA 0.50 0.90 0.34 0.66 0.00 0.39 0.58 0.02
1m4rA 0.35 0.69 0.39 0.56 0.05 0.35 0.63 0.02
1qgtC 0.32 0.77 0.45 0.55 0.00 0.37 0.60 0.03
1binA 0.42 0.87 0.20 0.80 0.00 0.30 0.68 0.02
1eduA 0.42 0.78 0.31 0.67 0.01 0.46 0.52 0.02
1bz4A 0.34 0.84 0.09 0.91 0.00 0.21 0.79 0.00
1g9lA 0.25 0.86 0.56 0.44 0.00 0.65 0.35 0.00
1iufA 0.31 0.90 0.46 0.54 0.00 0.53 0.47 0.00
1ji4A 0.49 0.92 0.22 0.78 0.00 0.25 0.73 0.02
1lj9A 0.43 0.85 0.24 0.71 0.06 0.31 0.62 0.06
1ngnA 0.58 0.84 0.36 0.63 0.01 0.51 0.49 0.00
1hbiA 0.45 0.83 0.21 0.79 0.00 0.32 0.68 0.00
1q5zA 0.30 0.86 0.44 0.56 0.00 0.49 0.51 0.00
1r4vA 0.33 0.73 0.26 0.74 0.00 0.50 0.50 0.00
1b4aA 0.32 0.85 0.34 0.49 0.18 0.42 0.42 0.16
1ku9A 0.30 0.78 0.27 0.71 0.03 0.34 0.59 0.07
1ri7A 0.31 0.82 0.34 0.42 0.25 0.50 0.32 0.18
1dk8A 0.33 0.80 0.31 0.69 0.00 0.38 0.60 0.02
1h97A 0.40 0.83 0.24 0.76 0.00 0.32 0.68 0.00
1i4sA 0.36 0.84 0.30 0.70 0.00 0.42 0.58 0.00
1oj6A 0.37 0.85 0.18 0.82 0.00 0.31 0.69 0.00
1hmcA 0.35 0.67 0.24 0.76 0.00 0.45 0.47 0.07
1ng6A 0.37 0.90 0.21 0.79 0.00 0.31 0.69 0.00
1rj1A 0.46 0.87 0.20 0.80 0.00 0.24 0.76 0.00
1dvkA 0.36 0.82 0.24 0.76 0.00 0.38 0.60 0.02
1f5oA 0.47 0.83 0.32 0.66 0.02 0.32 0.68 0.00
1qghA 0.45 0.91 0.23 0.76 0.01 0.27 0.71 0.02
1afvA 0.33 0.83 0.41 0.59 0.00 0.48 0.52 0.00
1dvoA 0.28 0.82 0.26 0.71 0.03 0.37 0.61 0.02
1dw9A 0.27 0.74 0.42 0.45 0.12 0.53 0.32 0.15
1rw2A 0.33 0.88 0.46 0.53 0.01 0.49 0.49 0.03
1elkA 0.52 0.89 0.34 0.66 0.00 0.40 0.58 0.02
1n1fA 0.44 0.81 0.30 0.69 0.01 0.39 0.59 0.02
1ffuA 0.55 0.79 0.44 0.40 0.16 0.60 0.31 0.09
1owaA 0.34 0.74 0.15 0.85 0.00 0.22 0.71 0.07
1paqA 0.46 0.78 0.18 0.82 0.00 0.37 0.63 0.00
1en7A 0.22 0.79 0.54 0.42 0.04 0.51 0.46 0.03
1aa7A 0.36 0.85 0.33 0.67 0.00 0.39 0.61 0.00
1bcfA 0.40 0.91 0.23 0.77 0.00 0.23 0.74 0.03
1dpsA 0.48 0.91 0.28 0.72 0.00 0.30 0.67 0.03
1p5sA 0.45 0.86 0.42 0.58 0.00 0.47 0.50 0.04
1allA 0.53 0.91 0.19 0.81 0.00 0.28 0.72 0.00
1cgmE 0.28 0.82 0.47 0.47 0.06 0.56 0.42 0.03
1q9cA 0.33 0.79 0.41 0.56 0.03 0.40 0.58 0.02
1eumA 0.43 0.93 0.20 0.79 0.01 0.19 0.77 0.04
1rfzA 0.41 0.81 0.27 0.71 0.02 0.35 0.65 0.00
1cpcA 0.39 0.89 0.21 0.79 0.00 0.28 0.72 0.00
1f1mA 0.36 0.85 0.22 0.78 0.00 0.32 0.65 0.02
1evsA 0.36 0.80 0.29 0.71 0.00 0.34 0.66 0.00
1b8dA 0.38 0.87 0.23 0.77 0.00 0.32 0.68 0.00
1f4oA 0.35 0.88 0.33 0.61 0.06 0.43 0.55 0.02
1au1A 0.52 0.90 0.33 0.67 0.00 0.34 0.66 0.00
1buyA 0.39 0.90 0.40 0.59 0.01 0.40 0.55 0.05
1c02A 0.43 0.81 0.31 0.69 0.00 0.41 0.59 0.00
1eq1A 0.40 0.87 0.14 0.86 0.00 0.23 0.77 0.00
1iqvA 0.45 0.83 0.45 0.50 0.05 0.39 0.53 0.08
1j5yA 0.34 0.78 0.34 0.46 0.20 0.49 0.32 0.19
1eh6A 0.34 0.86 0.56 0.32 0.12 0.62 0.29 0.09
1izmA 0.34 0.86 0.34 0.66 0.00 0.42 0.56 0.02
